# 2026-08-25 標點糾察：正文出現兩個標點連寫的 11 處逐處回原頁圖核過（見 engineering/LOG.md）。
# 原書「著」下相鄰兩格各印一標點（。與，，字心間距與正文同為 57px），排字之誤，取句號。
特爲顯著。，又如	特爲顯著。又如	171
